date,BOVA11.SA,IVVB11.SA,IMAB11.SA,USDBRL=X,CDI
2015-04-28,106.846011,126.119852,137.818056,3.89186,10.029092
2015-04-29,106.992169,126.180468,137.840148,3.891539,10.029443
2015-04-30,107.138939,126.2431,137.862143,3.891243,10.029794
2015-05-01,107.28609,126.307688,137.884043,3.890971,10.030145
2015-05-04,107.433386,126.374165,137.905845,3.890723,10.030496
2015-05-05,107.580589,126.442462,137.92755,3.890501,10.030847
2015-05-06,107.727457,126.512504,137.949157,3.890303,10.031199
2015-05-07,107.873746,126.584212,137.970666,3.890131,10.03155
2015-05-08,108.019213,126.657502,137.992075,3.889984,10.031901
2015-05-11,108.16361,126.732288,138.013385,3.889863,10.032252
2015-05-12,108.306691,126.808479,138.034594,3.889767,10.032603
2015-05-13,108.448211,126.88598,138.055702,3.889696,10.032954
2015-05-14,108.587925,126.964694,138.076709,3.889651,10.033305
2015-05-15,108.725591,127.044518,138.097614,3.889631,10.033657
2015-05-18,108.860969,127.125348,138.118416,3.889636,10.034008
2015-05-19,108.993822,127.207076,138.139115,3.889667,10.034359
2015-05-20,109.123917,127.289593,138.15971,3.889721,10.03471
2015-05-21,109.251027,127.372784,138.180201,3.8898,10.035061
2015-05-22,109.374928,127.456534,138.200588,3.889904,10.035413
2015-05-25,109.495405,127.540727,138.220869,3.890031,10.035764
2015-05-26,109.612247,127.625241,138.241045,3.890181,10.036115
2015-05-27,109.725251,127.709956,138.261114,3.890354,10.036466
2015-05-28,109.834224,127.794749,138.281076,3.89055,10.036818
2015-05-29,109.93898,127.879494,138.300931,3.890767,10.037169
2015-06-01,110.03934,127.964068,138.320678,3.891006,10.03752
2015-06-02,110.135139,128.048343,138.340317,3.891265,10.037872
2015-06-03,110.226219,128.132193,138.359848,3.891545,10.038223
2015-06-04,110.312434,128.21549,138.379269,3.891844,10.038574
2015-06-05,110.393649,128.298108,138.39858,3.892162,10.038926
2015-06-08,110.469741,128.379918,138.417781,3.892498,10.039277
2015-06-09,110.540599,128.460794,138.436872,3.892852,10.039628
2015-06-10,110.606123,128.54061,138.455851,3.893222,10.03998
2015-06-11,110.666228,128.619239,138.474719,3.893607,10.040331
2015-06-12,110.72084,128.696559,138.493475,3.894008,10.040683
2015-06-15,110.7699,128.772445,138.512118,3.894422,10.041034
2015-06-16,110.81336,128.846777,138.530649,3.894849,10.041385
2015-06-17,110.851189,128.919435,138.549066,3.895289,10.041737
2015-06-18,110.883366,128.990301,138.567369,3.895739,10.042088
2015-06-19,110.909886,129.05926,138.585559,3.8962,10.04244
2015-06-22,110.930758,129.1262,138.603634,3.89667,10.042791
2015-06-23,110.946004,129.191011,138.621594,3.897148,10.043143
2015-06-24,110.955659,129.253586,138.639439,3.897633,10.043494
2015-06-25,110.959773,129.313822,138.657167,3.898125,10.043846
2015-06-26,110.958407,129.371619,138.67478,3.898621,10.044197
2015-06-29,110.951639,129.42688,138.692277,3.899121,10.044549
2015-06-30,110.939556,129.479513,138.709656,3.899623,10.044901
2015-07-01,110.92226,129.529429,138.726919,3.900127,10.045252
2015-07-02,110.899865,129.576545,138.744063,3.900632,10.045604
2015-07-03,110.872496,129.62078,138.76109,3.901135,10.045955
2015-07-06,110.84029,129.66206,138.777999,3.901637,10.046307
2015-07-07,110.803396,129.700314,138.794789,3.902136,10.046659
2015-07-08,110.761972,129.735477,138.81146,3.90263,10.04701
2015-07-09,110.716187,129.767488,138.828011,3.903119,10.047362
2015-07-10,110.666219,129.796293,138.844443,3.903601,10.047713
2015-07-13,110.612256,129.821841,138.860756,3.904076,10.048065
2015-07-14,110.554494,129.844089,138.876948,3.904541,10.048417
2015-07-15,110.493137,129.862997,138.893019,3.904996,10.048769
2015-07-16,110.428394,129.878533,138.90897,3.905439,10.04912
2015-07-17,110.360483,129.890669,138.924799,3.90587,10.049472
2015-07-20,110.289627,129.899382,138.940508,3.906287,10.049824
2015-07-21,110.216055,129.904658,138.956094,3.90669,10.050175
2015-07-22,110.139999,129.906486,138.971559,3.907076,10.050527
2015-07-23,110.061695,129.904863,138.986901,3.907444,10.050879
2015-07-24,109.981384,129.899788,139.002121,3.907794,10.051231
2015-07-27,109.899306,129.891272,139.017218,3.908125,10.051583
2015-07-28,109.815706,129.879325,139.032193,3.908435,10.051934
2015-07-29,109.730828,129.863969,139.047044,3.908723,10.052286
2015-07-30,109.644917,129.845228,139.061772,3.908988,10.052638
2015-07-31,109.558216,129.823133,139.076376,3.909229,10.05299
2015-08-03,109.470971,129.797721,139.090856,3.909446,10.053342
2015-08-04,109.383421,129.769033,139.105212,3.909636,10.053694
2015-08-05,109.295805,129.737118,139.119444,3.909799,10.054046
2015-08-06,109.208361,129.702028,139.133551,3.909934,10.054397
2015-08-07,109.121319,129.663821,139.147534,3.910041,10.054749
2015-08-10,109.034908,129.622563,139.161392,3.910117,10.055101
2015-08-11,108.949351,129.57832,139.175125,3.910163,10.055453
2015-08-12,108.864865,129.531167,139.188733,3.910177,10.055805
2015-08-13,108.78166,129.481182,139.202215,3.910159,10.056157
2015-08-14,108.699943,129.428448,139.215572,3.910107,10.056509
2015-08-17,108.61991,129.373053,139.228804,3.910022,10.056861
2015-08-18,108.54175,129.315087,139.241909,3.909901,10.057213
2015-08-19,108.465647,129.254647,139.254889,3.909746,10.057565
2015-08-20,108.391772,129.191832,139.267742,3.909554,10.057917
2015-08-21,108.320291,129.126745,139.28047,3.909326,10.058269
2015-08-24,108.251358,129.059493,139.293071,3.90906,10.058621
2015-08-25,108.185118,128.990185,139.305545,3.908757,10.058973
2015-08-26,108.121707,128.918935,139.317893,3.908415,10.059325
2015-08-27,108.061249,128.845859,139.330115,3.908035,10.059677
2015-08-28,108.003858,128.771073,139.34221,3.907615,10.060029
2015-08-31,107.949637,128.694699,139.354178,3.907156,10.060382
2015-09-01,107.898679,128.616859,139.366019,3.906657,10.060734
2015-09-02,107.851065,128.537677,139.377733,3.906117,10.061086
2015-09-03,107.806863,128.45728,139.389321,3.905538,10.061438
2015-09-04,107.766131,128.375794,139.400781,3.904917,10.06179
2015-09-07,107.728916,128.293348,139.412114,3.904256,10.062142
2015-09-08,107.695251,128.210071,139.42332,3.903554,10.062494
2015-09-09,107.665158,128.126092,139.434399,3.902811,10.062847
2015-09-10,107.638648,128.041543,139.445351,3.902027,10.063199
2015-09-11,107.615719,127.956552,139.456176,3.901202,10.063551
2015-09-14,107.596358,127.871251,139.466873,3.900336,10.063903
2015-09-15,107.580539,127.785768,139.477443,3.89943,10.064256
2015-09-16,107.568225,127.700232,139.487886,3.898483,10.064608
2015-09-17,107.559367,127.614773,139.498202,3.897495,10.06496
2015-09-18,107.553906,127.529516,139.50839,3.896467,10.065312
2015-09-21,107.551769,127.444587,139.518452,3.8954,10.065665
2015-09-22,107.552874,127.360111,139.528386,3.894293,10.066017
2015-09-23,107.557128,127.27621,139.538193,3.893147,10.066369
2015-09-24,107.564425,127.193004,139.547873,3.891962,10.066722
2015-09-25,107.574653,127.110612,139.557426,3.890739,10.067074
2015-09-28,107.587685,127.029149,139.566852,3.889478,10.067426
2015-09-29,107.603388,126.948727,139.576151,3.88818,10.067779
2015-09-30,107.621618,126.869458,139.585324,3.886846,10.068131
2015-10-01,107.642222,126.791449,139.594369,3.885475,10.068483
2015-10-02,107.665039,126.714804,139.603288,3.88407,10.068836
2015-10-05,107.689899,126.639623,139.612081,3.88263,10.069188
2015-10-06,107.716624,126.566003,139.620747,3.881156,10.069541
2015-10-07,107.745031,126.494039,139.629286,3.87965,10.069893
2015-10-08,107.774928,126.42382,139.637699,3.878111,10.070246
2015-10-09,107.806118,126.355431,139.645986,3.876541,10.070598
2015-10-12,107.838397,126.288955,139.654147,3.874941,10.070951
2015-10-13,107.871557,126.224468,139.662183,3.873312,10.071303
2015-10-14,107.905385,126.162043,139.670092,3.871654,10.071656
2015-10-15,107.939665,126.101749,139.677876,3.869969,10.072008
2015-10-16,107.974177,126.04365,139.685534,3.868258,10.072361
2015-10-19,108.008696,125.987805,139.693067,3.866522,10.072713
2015-10-20,108.042999,125.934267,139.700475,3.864761,10.073066
2015-10-21,108.07686,125.883088,139.707758,3.862977,10.073418
2015-10-22,108.11005,125.834311,139.714916,3.861172,10.073771
2015-10-23,108.142342,125.787975,139.72195,3.859346,10.074123
2015-10-26,108.173511,125.744117,139.728859,3.857501,10.074476
2015-10-27,108.20333,125.702763,139.735644,3.855637,10.074829
2015-10-28,108.231575,125.66394,139.742305,3.853756,10.075181
2015-10-29,108.258026,125.627667,139.748843,3.85186,10.075534
2015-10-30,108.282464,125.593956,139.755256,3.849949,10.075886
2015-11-02,108.304676,125.562817,139.761547,3.848026,10.076239
2015-11-03,108.324453,125.534253,139.767714,3.84609,10.076592
2015-11-04,108.34159,125.508263,139.773758,3.844144,10.076945
2015-11-05,108.355889,125.48484,139.77968,3.842189,10.077297
2015-11-06,108.367158,125.463972,139.785479,3.840226,10.07765
2015-11-09,108.375213,125.445641,139.791157,3.838256,10.078003
2015-11-10,108.379877,125.429825,139.796712,3.836282,10.078355
2015-11-11,108.38098,125.416497,139.802146,3.834303,10.078708
2015-11-12,108.378364,125.405624,139.807459,3.832323,10.079061
2015-11-13,108.371878,125.39717,139.81265,3.830341,10.079414
2015-11-16,108.361381,125.391092,139.817721,3.82836,10.079766
2015-11-17,108.346743,125.387343,139.822671,3.826381,10.080119
2015-11-18,108.327844,125.385871,139.827502,3.824405,10.080472
2015-11-19,108.304576,125.386621,139.832212,3.822434,10.080825
2015-11-20,108.276841,125.389531,139.836803,3.820468,10.081178
2015-11-23,108.244556,125.394537,139.841275,3.81851,10.081531
2015-11-24,108.207646,125.401569,139.845629,3.81656,10.081883
2015-11-25,108.166053,125.410553,139.849863,3.814621,10.082236
2015-11-26,108.119726,125.421412,139.85398,3.812692,10.082589
2015-11-27,108.068633,125.434066,139.857978,3.810777,10.082942
2015-11-30,108.01275,125.448427,139.86186,3.808875,10.083295
2015-12-01,107.952069,125.464409,139.865624,3.806989,10.083648
2015-12-02,107.886594,125.481919,139.869271,3.805119,10.084001
2015-12-03,107.816341,125.500861,139.872803,3.803266,10.084354
2015-12-04,107.741341,125.521138,139.876218,3.801433,10.084707
2015-12-07,107.661638,125.542648,139.879517,3.79962,10.08506
2015-12-08,107.577286,125.565287,139.882702,3.797829,10.085413
2015-12-09,107.488356,125.588949,139.885772,3.79606,10.085766
2015-12-10,107.394927,125.613526,139.888727,3.794315,10.086119
2015-12-11,107.297094,125.638907,139.891569,3.792595,10.086472
2015-12-14,107.194962,125.664979,139.894297,3.790901,10.086825
2015-12-15,107.088647,125.691627,139.896912,3.789234,10.087178
2015-12-16,106.978279,125.718737,139.899414,3.787595,10.087531
2015-12-17,106.863997,125.746191,139.901804,3.785985,10.087884
2015-12-18,106.745949,125.773872,139.904082,3.784405,10.088237
2015-12-21,106.624297,125.80166,139.906249,3.782856,10.08859
2015-12-22,106.499208,125.829437,139.908305,3.78134,10.088943
2015-12-23,106.370862,125.857083,139.91025,3.779856,10.089296
2015-12-24,106.239445,125.884479,139.912086,3.778406,10.089649
2015-12-25,106.105152,125.911505,139.913812,3.77699,10.090003
2015-12-28,105.968184,125.938041,139.915429,3.77561,10.090356
2015-12-29,105.828751,125.963971,139.916938,3.774266,10.090709
2015-12-30,105.687067,125.989175,139.918339,3.772959,10.091062
2015-12-31,105.543353,126.013539,139.919632,3.771689,10.091415
2016-01-01,105.397834,126.036946,139.920818,3.770458,10.091769
2016-01-04,105.250739,126.059284,139.921897,3.769265,10.092122
2016-01-05,105.102301,126.08044,139.922871,3.768111,10.092475
2016-01-06,104.952757,126.100306,139.923739,3.766998,10.092828
2016-01-07,104.802343,126.118773,139.924502,3.765924,10.093181
2016-01-08,104.651301,126.135738,139.925161,3.764892,10.093535
2016-01-11,104.499871,126.151097,139.925716,3.7639,10.093888
2016-01-12,104.348294,126.164753,139.926167,3.76295,10.094241
2016-01-13,104.196809,126.176608,139.926516,3.762042,10.094595
2016-01-14,104.045658,126.18657,139.926762,3.761176,10.094948
2016-01-15,103.895077,126.19455,139.926907,3.760352,10.095301
2016-01-18,103.745303,126.200463,139.92695,3.75957,10.095655
2016-01-19,103.596567,126.204227,139.926893,3.758832,10.096008
2016-01-20,103.449101,126.205764,139.926736,3.758136,10.096361
2016-01-21,103.303128,126.205003,139.92648,3.757483,10.096715
2016-01-22,103.158869,126.201873,139.926125,3.756873,10.097068
2016-01-25,103.016541,126.196311,139.925671,3.756305,10.097421
2016-01-26,102.876352,126.188257,139.92512,3.755781,10.097775
2016-01-27,102.738508,126.177658,139.924472,3.755299,10.098128
2016-01-28,102.603205,126.164462,139.923728,3.75486,10.098482
2016-01-29,102.470633,126.148627,139.922887,3.754463,10.098835
2016-02-01,102.340976,126.130111,139.921952,3.754108,10.099189
2016-02-02,102.214407,126.108882,139.920922,3.753795,10.099542
2016-02-03,102.091094,126.084911,139.919798,3.753524,10.099896
2016-02-04,101.971194,126.058174,139.91858,3.753294,10.100249
2016-02-05,101.854857,126.028654,139.91727,3.753105,10.100603
2016-02-08,101.742221,125.996338,139.915868,3.752956,10.100956
2016-02-09,101.633417,125.961219,139.914374,3.752848,10.10131
2016-02-10,101.528564,125.923297,139.91279,3.752778,10.101663
2016-02-11,101.427774,125.882576,139.911116,3.752748,10.102017
2016-02-12,101.331146,125.839066,139.909352,3.752756,10.10237
2016-02-15,101.238769,125.792781,139.907499,3.752802,10.102724
2016-02-16,101.150722,125.743745,139.905558,3.752885,10.103078
2016-02-17,101.067072,125.691982,139.90353,3.753005,10.103431
2016-02-18,100.987878,125.637525,139.901415,3.75316,10.103785
2016-02-19,100.913185,125.580412,139.899214,3.75335,10.104139
2016-02-22,100.843027,125.520684,139.896928,3.753575,10.104492
2016-02-23,100.77743,125.458391,139.894557,3.753833,10.104846
2016-02-24,100.716405,125.393584,139.892102,3.754124,10.105199
2016-02-25,100.659956,125.326323,139.889563,3.754446,10.105553
2016-02-26,100.608072,125.256669,139.886943,3.7548,10.105907
2016-02-29,100.560733,125.184691,139.88424,3.755183,10.106261
2016-03-01,100.51791,125.110461,139.881456,3.755596,10.106614
2016-03-02,100.479559,125.034056,139.878591,3.756036,10.106968
2016-03-03,100.445629,124.955557,139.875647,3.756504,10.107322
2016-03-04,100.416056,124.875049,139.872624,3.756998,10.107676
2016-03-07,100.390768,124.792622,139.869522,3.757517,10.108029
2016-03-08,100.369682,124.708368,139.866343,3.75806,10.108383
2016-03-09,100.352704,124.622385,139.863088,3.758626,10.108737
2016-03-10,100.339731,124.534772,139.859756,3.759214,10.109091
2016-03-11,100.330652,124.445633,139.856349,3.759822,10.109445
2016-03-14,100.325346,124.355074,139.852867,3.760451,10.109798
2016-03-15,100.323683,124.263205,139.849311,3.761098,10.110152
2016-03-16,100.325524,124.170137,139.845683,3.761762,10.110506
2016-03-17,100.330724,124.075985,139.841982,3.762443,10.11086
2016-03-18,100.339129,123.980865,139.83821,3.763138,10.111214
2016-03-21,100.350578,123.884895,139.834367,3.763848,10.111568
2016-03-22,100.364902,123.788196,139.830453,3.764571,10.111922
2016-03-23,100.381928,123.690888,139.826471,3.765305,10.112276
2016-03-24,100.401476,123.593094,139.82242,3.76605,10.11263
2016-03-25,100.423359,123.494939,139.818302,3.766804,10.112983
2016-03-28,100.447388,123.396546,139.814117,3.767566,10.113337
2016-03-29,100.473367,123.298041,139.809865,3.768336,10.113691
2016-03-30,100.501097,123.199549,139.805549,3.769111,10.114045
2016-03-31,100.530376,123.101196,139.801168,3.76989,10.114399
2016-04-01,100.560999,123.003106,139.796723,3.770673,10.114753
2016-04-04,100.592758,122.905404,139.792216,3.771459,10.115107
2016-04-05,100.625444,122.808216,139.787646,3.772245,10.115461
2016-04-06,100.658847,122.711664,139.783015,3.773032,10.115816
2016-04-07,100.692756,122.615871,139.778324,3.773817,10.11617
2016-04-08,100.726961,122.520957,139.773573,3.7746,10.116524
2016-04-11,100.761251,122.427044,139.768763,3.77538,10.116878
2016-04-12,100.795417,122.334247,139.763895,3.776155,10.117232
2016-04-13,100.829253,122.242684,139.75897,3.776925,10.117586
2016-04-14,100.862554,122.152469,139.753989,3.777689,10.11794
2016-04-15,100.895118,122.063714,139.748952,3.778444,10.118294
2016-04-18,100.926748,121.976526,139.743861,3.779192,10.118648
2016-04-19,100.957251,121.891014,139.738716,3.779929,10.119003
2016-04-20,100.986438,121.807281,139.733518,3.780656,10.119357
2016-04-21,101.014125,121.725427,139.728267,3.781372,10.119711
2016-04-22,101.040136,121.64555,139.722966,3.782075,10.120065
2016-04-25,101.064299,121.567745,139.717613,3.782765,10.120419
2016-04-26,101.086451,121.492102,139.712212,3.783441,10.120773
2016-04-27,101.106436,121.418707,139.706761,3.784102,10.121128
2016-04-28,101.124106,121.347646,139.701263,3.784747,10.121482
2016-04-29,101.13932,121.278997,139.695717,3.785375,10.121836
2016-05-02,101.151949,121.212835,139.690126,3.785986,10.12219
2016-05-03,101.161872,121.149232,139.684489,3.786579,10.122545
2016-05-04,101.168975,121.088254,139.678807,3.787154,10.122899
2016-05-05,101.173159,121.029966,139.673082,3.787709,10.123253
2016-05-06,101.174332,120.974424,139.667314,3.788244,10.123608
2016-05-09,101.172414,120.921682,139.661505,3.788759,10.123962
2016-05-10,101.167335,120.871791,139.655654,3.789253,10.124316
2016-05-11,101.159038,120.824794,139.649763,3.789725,10.124671
2016-05-12,101.147476,120.78073,139.643833,3.790175,10.125025
2016-05-13,101.132613,120.739636,139.637865,3.790603,10.125379
2016-05-16,101.114427,120.70154,139.631859,3.791008,10.125734
2016-05-17,101.092906,120.666469,139.625817,3.79139,10.126088
2016-05-18,101.06805,120.634442,139.619739,3.791748,10.126443
2016-05-19,101.039871,120.605475,139.613626,3.792083,10.126797
2016-05-20,101.008393,120.579578,139.607479,3.792394,10.127152
2016-05-23,100.973652,120.556756,139.601299,3.792681,10.127506
2016-05-24,100.935695,120.537011,139.595087,3.792944,10.127861
2016-05-25,100.894581,120.520337,139.588843,3.793182,10.128215
2016-05-26,100.85038,120.506726,139.582569,3.793397,10.128569
2016-05-27,100.803173,120.496162,139.576266,3.793587,10.128924
2016-05-30,100.753052,120.488627,139.569934,3.793752,10.129279
2016-05-31,100.70012,120.484096,139.563574,3.793894,10.129633
2016-06-01,100.644489,120.482541,139.557188,3.794011,10.129988
2016-06-02,100.586283,120.483928,139.550775,3.794105,10.130342
2016-06-03,100.525633,120.488218,139.544338,3.794175,10.130697
2016-06-06,100.462681,120.495369,139.537877,3.794221,10.131051
2016-06-07,100.397578,120.505333,139.531392,3.794245,10.131406
2016-06-08,100.330481,120.518057,139.524885,3.794245,10.13176
2016-06-09,100.261557,120.533487,139.518357,3.794223,10.132115
2016-06-10,100.190978,120.551561,139.511808,3.794179,10.13247
2016-06-13,100.118926,120.572214,139.505239,3.794114,10.132824
2016-06-14,100.045587,120.595377,139.498652,3.794027,10.133179
2016-06-15,99.971152,120.620978,139.492047,3.793919,10.133534
2016-06-16,99.895819,120.64894,139.485425,3.793792,10.133888
2016-06-17,99.819789,120.679183,139.478788,3.793645,10.134243
2016-06-20,99.743269,120.711623,139.472135,3.79348,10.134598
2016-06-21,99.666467,120.746173,139.465468,3.793296,10.134952
2016-06-22,99.589595,120.782742,139.458788,3.793095,10.135307
2016-06-23,99.512868,120.821237,139.452096,3.792877,10.135662
2016-06-24,99.4365,120.861561,139.445392,3.792643,10.136017
2016-06-27,99.360708,120.903616,139.438678,3.792394,10.136371
2016-06-28,99.28571,120.947299,139.431954,3.792131,10.136726
2016-06-29,99.211722,120.992506,139.425221,3.791854,10.137081
2016-06-30,99.138961,121.039132,139.418481,3.791565,10.137436
2016-07-01,99.06764,121.087067,139.411734,3.791264,10.137791
2016-07-04,98.997973,121.136202,139.404981,3.790952,10.138146
2016-07-05,98.930171,121.186425,139.398223,3.790631,10.1385
2016-07-06,98.86444,121.237623,139.391461,3.790301,10.138855
2016-07-07,98.800985,121.289681,139.384696,3.789963,10.13921
2016-07-08,98.740005,121.342484,139.377929,3.789619,10.139565
2016-07-11,98.681695,121.395917,139.37116,3.789269,10.13992
2016-07-12,98.626246,121.449862,139.364391,3.788914,10.140275
2016-07-13,98.573842,121.504202,139.357622,3.788556,10.14063
2016-07-14,98.524662,121.55882,139.350855,3.788195,10.140985
2016-07-15,98.478878,121.613601,139.34409,3.787833,10.14134
2016-07-18,98.436657,121.668425,139.337328,3.787471,10.141694
2016-07-19,98.398155,121.723179,139.33057,3.78711,10.142049
2016-07-20,98.363524,121.777746,139.323818,3.786751,10.142404
2016-07-21,98.332906,121.832013,139.317071,3.786395,10.142759
2016-07-22,98.306436,121.885865,139.310331,3.786044,10.143114
2016-07-25,98.284241,121.939193,139.303599,3.785698,10.143469
2016-07-26,98.266435,121.991885,139.296876,3.785359,10.143824
2016-07-27,98.253129,122.043834,139.290163,3.785029,10.14418
2016-07-28,98.24442,122.094934,139.28346,3.784707,10.144535
2016-07-29,98.240396,122.145081,139.276768,3.784396,10.14489
2016-08-01,98.241137,122.194175,139.270089,3.784096,10.145245
2016-08-02,98.246712,122.242117,139.263423,3.783809,10.1456
2016-08-03,98.257179,122.288812,139.256771,3.783535,10.145955
2016-08-04,98.272587,122.334168,139.250134,3.783277,10.14631
2016-08-05,98.292974,122.378095,139.243513,3.783035,10.146665
2016-08-08,98.318368,122.42051,139.236909,3.78281,10.14702
2016-08-09,98.348784,122.461329,139.230323,3.782604,10.147375
2016-08-10,98.38423,122.500476,139.223755,3.782417,10.147731
2016-08-11,98.424701,122.537876,139.217207,3.782252,10.148086
2016-08-12,98.470181,122.57346,139.21068,3.782107,10.148441
2016-08-15,98.520646,122.607164,139.204174,3.781986,10.148796
2016-08-16,98.576057,122.638925,139.19769,3.781889,10.149151
2016-08-17,98.63637,122.668688,139.191229,3.781817,10.149507
2016-08-18,98.701525,122.696402,139.184793,3.781771,10.149862
2016-08-19,98.771455,122.72202,139.178381,3.781752,10.150217
2016-08-22,98.846082,122.7455,139.171995,3.781761,10.150572
2016-08-23,98.925318,122.766806,139.165636,3.781799,10.150928
2016-08-24,99.009066,122.785906,139.159305,3.781867,10.151283
2016-08-25,99.097217,122.802774,139.153002,3.781966,10.151638
2016-08-26,99.189653,122.817388,139.146728,3.782096,10.151994
2016-08-29,99.28625,122.829734,139.140485,3.78226,10.152349
2016-08-30,99.386872,122.839799,139.134273,3.782456,10.152704
